date,hour,demand,temp,is_holiday
2023-06-14 12:00:00,12,169,35.22849044042015,0
2023-06-14 13:00:00,13,158,31.22586673706811,0
2023-06-14 14:00:00,14,171,29.465992476465935,0
2023-06-14 15:00:00,15,149,31.397320813952362,0
2023-06-14 16:00:00,16,169,28.411340778415546,0
2023-06-14 17:00:00,17,141,28.80538159006585,0
2023-06-14 18:00:00,18,116,25.318786395552443,0
2023-06-14 19:00:00,19,103,22.770734247360355,0
2023-06-14 20:00:00,20,96,19.772836263538423,0
2023-06-14 21:00:00,21,84,14.51704688204861,0
2023-06-14 22:00:00,22,90,18.87618979878628,0
2023-06-14 23:00:00,23,76,11.045864347599041,1
2023-06-15 00:00:00,0,65,8.619698809534423,1
2023-06-15 01:00:00,1,93,9.915021971596582,0
2023-06-15 02:00:00,2,79,8.077056372978987,0
2023-06-15 03:00:00,3,94,10.237316155988776,0
2023-06-15 04:00:00,4,91,12.715273659279152,0
2023-06-15 05:00:00,5,113,14.919537989192971,0
2023-06-15 06:00:00,6,125,16.629461443243365,0
2023-06-15 07:00:00,7,116,16.800545439403432,0
2023-06-15 08:00:00,8,167,20.099183655323174,0
2023-06-15 09:00:00,9,170,23.403948552820186,0
2023-06-15 10:00:00,10,161,21.484425152115854,0
2023-06-15 11:00:00,11,159,28.212237212105194,0
2023-06-15 12:00:00,12,176,25.745655462676723,0
2023-06-15 13:00:00,13,171,33.73995146070366,0
2023-06-15 14:00:00,14,169,29.19096983071661,0
2023-06-15 15:00:00,15,159,29.2895079085015,0
2023-06-15 16:00:00,16,152,27.120839839368678,0
2023-06-15 17:00:00,17,150,25.811127748154096,0
2023-06-15 18:00:00,18,128,29.54818713828648,1
2023-06-15 19:00:00,19,99,24.468929828271804,0
2023-06-15 20:00:00,20,111,16.901595109704324,0
2023-06-15 21:00:00,21,103,20.42023535034525,0
2023-06-15 22:00:00,22,110,17.386484550282866,1
2023-06-15 23:00:00,23,63,12.366507263557951,0
2023-06-16 00:00:00,0,75,11.953139846215288,0
2023-06-16 01:00:00,1,53,10.310853578267169,0
2023-06-16 02:00:00,2,84,13.945159808893864,0
2023-06-16 03:00:00,3,81,8.748161359125136,0
2023-06-16 04:00:00,4,116,11.631767181707069,0
2023-06-16 05:00:00,5,102,12.072641526148916,0
2023-06-16 06:00:00,6,105,12.133919190764292,0
2023-06-16 07:00:00,7,131,21.795086059084767,0
2023-06-16 08:00:00,8,128,17.636866841795175,0
2023-06-16 09:00:00,9,165,23.02844882600076,0
2023-06-16 10:00:00,10,145,21.51859878723933,0
2023-06-16 11:00:00,11,171,26.27292673337929,0
2023-06-16 12:00:00,12,152,29.5041916807113,0
2023-06-16 13:00:00,13,167,28.009790303885957,0
2023-06-16 14:00:00,14,182,31.17360370147131,0
2023-06-16 15:00:00,15,161,29.121176079114516,0
2023-06-16 16:00:00,16,139,30.980419062641616,0
2023-06-16 17:00:00,17,135,29.794589638545922,0
2023-06-16 18:00:00,18,123,23.826510478539976,0
2023-06-16 19:00:00,19,114,22.741656169811122,1
2023-06-16 20:00:00,20,84,20.366908452944465,0
2023-06-16 21:00:00,21,93,18.650508139844188,0
2023-06-16 22:00:00,22,52,15.028763992488535,0
2023-06-16 23:00:00,23,68,13.309354106820212,0
2023-06-17 00:00:00,0,67,10.852933012565373,0
2023-06-17 01:00:00,1,80,10.571221471053354,0
2023-06-17 02:00:00,2,79,12.595880387070265,0
2023-06-17 03:00:00,3,73,11.632908219533025,0
2023-06-17 04:00:00,4,88,12.742257241042353,0
2023-06-17 05:00:00,5,111,14.375072836405682,0
2023-06-17 06:00:00,6,122,14.692382444237928,0
2023-06-17 07:00:00,7,130,18.049463636133854,0
2023-06-17 08:00:00,8,143,17.82965264332851,0
2023-06-17 09:00:00,9,165,25.12580576365912,0
2023-06-17 10:00:00,10,161,19.43407913531356,0
2023-06-17 11:00:00,11,170,26.896771027194625,0
2023-06-17 12:00:00,12,194,30.942045992144934,0
2023-06-17 13:00:00,13,157,26.931522395631998,0
2023-06-17 14:00:00,14,147,30.7995598352337,0
2023-06-17 15:00:00,15,166,28.29772536973263,0
2023-06-17 16:00:00,16,141,27.922647507466653,0
2023-06-17 17:00:00,17,132,28.962949733144352,0
2023-06-17 18:00:00,18,115,25.396113851770302,0
2023-06-17 19:00:00,19,107,18.519478715256483,0
2023-06-17 20:00:00,20,113,18.047148920536802,0
2023-06-17 21:00:00,21,95,19.36248101875231,0
2023-06-17 22:00:00,22,88,15.897885436385998,0
2023-06-17 23:00:00,23,60,16.4252033331831,0
2023-06-18 00:00:00,0,61,14.705041150182208,0
2023-06-18 01:00:00,1,46,9.656251476815733,1
2023-06-18 02:00:00,2,71,15.006475610138978,0
2023-06-18 03:00:00,3,97,10.38970107681314,0
2023-06-18 04:00:00,4,103,9.414408893337564,0
2023-06-18 05:00:00,5,107,11.66165245631337,0
2023-06-18 06:00:00,6,122,10.486549789421161,1
2023-06-18 07:00:00,7,129,20.625847565473357,0
2023-06-18 08:00:00,8,150,23.189523978087728,0
2023-06-18 09:00:00,9,166,20.557175573398563,1
2023-06-18 10:00:00,10,150,24.544231423236187,0
2023-06-18 11:00:00,11,174,27.262282900090632,0
2023-06-18 12:00:00,12,182,26.739547933560157,0
2023-06-18 13:00:00,13,167,26.14905420034836,0
2023-06-18 14:00:00,14,173,29.579284792446177,0
2023-06-18 15:00:00,15,186,29.01709940397219,0
2023-06-18 16:00:00,16,147,27.88343155586684,0
2023-06-18 17:00:00,17,139,27.516499937067405,0
2023-06-18 18:00:00,18,115,27.859039317051984,0
2023-06-18 19:00:00,19,111,21.982005011641757,0
2023-06-18 20:00:00,20,102,20.340885997442726,0
2023-06-18 21:00:00,21,89,18.86555059646466,0
2023-06-18 22:00:00,22,69,16.1082858530255,0
2023-06-18 23:00:00,23,76,11.700085139238844,0
2023-06-19 00:00:00,0,87,11.532500208383684,0
2023-06-19 01:00:00,1,79,11.435821377447423,0
2023-06-19 02:00:00,2,89,7.743297324978444,0
2023-06-19 03:00:00,3,85,12.867819758702334,0
2023-06-19 04:00:00,4,105,14.202923772583837,0
2023-06-19 05:00:00,5,113,11.483371677245536,0
2023-06-19 06:00:00,6,113,15.387340036696337,0
2023-06-19 07:00:00,7,139,18.69636606231686,0
2023-06-19 08:00:00,8,138,18.908771687342494,0
2023-06-19 09:00:00,9,152,23.551418142401396,0
2023-06-19 10:00:00,10,168,25.326511252584332,0
2023-06-19 11:00:00,11,174,24.135231456587874,0
2023-06-19 12:00:00,12,161,29.578576669801503,0
2023-06-19 13:00:00,13,182,27.45897343034861,0
2023-06-19 14:00:00,14,172,31.878405703324095,0
2023-06-19 15:00:00,15,151,28.316836112622905,0
2023-06-19 16:00:00,16,132,28.337683170522098,0
2023-06-19 17:00:00,17,134,29.815625638758625,0
2023-06-19 18:00:00,18,118,25.992763293057692,0
2023-06-19 19:00:00,19,111,20.42924261187612,0
2023-06-19 20:00:00,20,94,17.970166858401832,0
2023-06-19 21:00:00,21,67,16.21320397172734,0
2023-06-19 22:00:00,22,76,15.789288166713336,0
2023-06-19 23:00:00,23,71,13.645531818000064,0
2023-06-20 00:00:00,0,79,9.653541352829874,0
2023-06-20 01:00:00,1,68,8.006322765880599,0
2023-06-20 02:00:00,2,96,10.56316681017167,0
2023-06-20 03:00:00,3,68,9.977021605528993,0
2023-06-20 04:00:00,4,111,15.65417773705109,0
2023-06-20 05:00:00,5,108,13.002139501260682,0
2023-06-20 06:00:00,6,131,18.62850565540055,0
2023-06-20 07:00:00,7,137,15.071042352766113,0
2023-06-20 08:00:00,8,159,16.853574120876587,0
2023-06-20 09:00:00,9,154,20.348020185974136,0
2023-06-20 10:00:00,10,155,27.378259562906933,0
2023-06-20 11:00:00,11,185,30.583270991252544,0
2023-06-20 12:00:00,12,172,27.095895129939116,0
2023-06-20 13:00:00,13,173,28.738126203371564,0
2023-06-20 14:00:00,14,179,27.662038179575,0
2023-06-20 15:00:00,15,148,26.035978568653906,0
2023-06-20 16:00:00,16,154,30.097077433397647,0
2023-06-20 17:00:00,17,130,27.517108417789803,0
2023-06-20 18:00:00,18,122,25.020975965347752,0
2023-06-20 19:00:00,19,111,19.78807737669845,0
2023-06-20 20:00:00,20,83,23.27991336365732,0
2023-06-20 21:00:00,21,80,16.405096072875846,0
2023-06-20 22:00:00,22,93,16.067252849632954,0
2023-06-20 23:00:00,23,83,10.019809377645078,0
2023-06-21 00:00:00,0,72,10.958695582915539,1
2023-06-21 01:00:00,1,77,10.923490649586485,0
2023-06-21 02:00:00,2,77,10.654150436106615,0
2023-06-21 03:00:00,3,101,10.650038823582568,0
2023-06-21 04:00:00,4,96,12.328790946253159,0
2023-06-21 05:00:00,5,112,10.667891276068602,0
2023-06-21 06:00:00,6,134,15.39474521087932,0
2023-06-21 07:00:00,7,128,17.639324915935347,0
2023-06-21 08:00:00,8,164,20.463345368390122,0
2023-06-21 09:00:00,9,143,22.73288088566357,0
2023-06-21 10:00:00,10,183,22.453574452173203,1
2023-06-21 11:00:00,11,168,24.43546830764753,0
2023-06-21 12:00:00,12,171,24.231717666075284,1
2023-06-21 13:00:00,13,152,31.294327282581275,0
2023-06-21 14:00:00,14,162,31.655315019470397,0
2023-06-21 15:00:00,15,148,31.346358845334922,0
2023-06-21 16:00:00,16,142,29.27383396276729,0
2023-06-21 17:00:00,17,135,22.804829376429254,0
2023-06-21 18:00:00,18,133,22.946579016429467,0
2023-06-21 19:00:00,19,112,22.929021286211434,0
2023-06-21 20:00:00,20,101,20.27103600558359,0
2023-06-21 21:00:00,21,77,16.966313122670748,0
2023-06-21 22:00:00,22,71,15.737834405816496,0
2023-06-21 23:00:00,23,93,12.952235603505018,0
2023-06-22 00:00:00,0,66,11.581286893258335,0
2023-06-22 01:00:00,1,91,9.062611071445286,0
2023-06-22 02:00:00,2,77,11.96402197224318,0
2023-06-22 03:00:00,3,88,9.479198519748548,0
2023-06-22 04:00:00,4,109,8.678447796114362,0
2023-06-22 05:00:00,5,123,11.386934162497067,0
2023-06-22 06:00:00,6,122,14.303067617276039,0
2023-06-22 07:00:00,7,132,19.399815125712486,0
2023-06-22 08:00:00,8,148,19.915464003130413,0
2023-06-22 09:00:00,9,162,22.21589401309391,0
2023-06-22 10:00:00,10,175,22.502673150474745,1
2023-06-22 11:00:00,11,171,28.64203299152463,0
2023-06-22 12:00:00,12,179,27.356349729797614,0
2023-06-22 13:00:00,13,188,29.459202545008008,0
2023-06-22 14:00:00,14,170,32.96036615376373,0
2023-06-22 15:00:00,15,162,30.676784924989292,0
2023-06-22 16:00:00,16,133,25.40374594241404,0
2023-06-22 17:00:00,17,110,23.53204733916053,0
2023-06-22 18:00:00,18,127,24.87137909976151,0
2023-06-22 19:00:00,19,109,20.1627092212756,0
2023-06-22 20:00:00,20,93,21.297093495265997,0
2023-06-22 21:00:00,21,90,17.49633567890475,0
2023-06-22 22:00:00,22,79,15.33076953804773,0
2023-06-22 23:00:00,23,86,11.515445824849822,0
2023-06-23 00:00:00,0,74,14.822513272729024,0
2023-06-23 01:00:00,1,67,16.025929193130235,1
2023-06-23 02:00:00,2,90,9.442830552486571,0
2023-06-23 03:00:00,3,86,11.04682023393932,0
2023-06-23 04:00:00,4,103,11.534580648284239,0
2023-06-23 05:00:00,5,106,12.409558461252388,0
2023-06-23 06:00:00,6,117,13.335859064534407,0
2023-06-23 07:00:00,7,137,15.241873574013841,0
2023-06-23 08:00:00,8,148,17.728805468948952,0
2023-06-23 09:00:00,9,163,23.398670502123498,0
2023-06-23 10:00:00,10,164,23.96065104359273,0
2023-06-23 11:00:00,11,153,21.914482111584416,0
2023-06-23 12:00:00,12,169,29.54997047904103,0
2023-06-23 13:00:00,13,180,29.58273569796237,0
2023-06-23 14:00:00,14,164,32.69334600280229,0
2023-06-23 15:00:00,15,156,30.4055030570727,0
2023-06-23 16:00:00,16,158,25.702906845223794,0
2023-06-23 17:00:00,17,129,22.611714530405514,0
2023-06-23 18:00:00,18,108,23.561055231324126,1
2023-06-23 19:00:00,19,109,21.337975609637905,1
2023-06-23 20:00:00,20,93,21.886318402000335,0
2023-06-23 21:00:00,21,78,17.394067684395644,0
2023-06-23 22:00:00,22,78,17.267376996197022,0
2023-06-23 23:00:00,23,80,10.27926607672926,0
2023-06-24 00:00:00,0,73,13.270274730916508,0
2023-06-24 01:00:00,1,78,11.782720043971157,0
2023-06-24 02:00:00,2,98,5.963531777137607,0
2023-06-24 03:00:00,3,85,12.985977419630862,0
2023-06-24 04:00:00,4,101,11.52666294568832,0
2023-06-24 05:00:00,5,105,13.713021195871535,0
2023-06-24 06:00:00,6,115,13.270207775143154,0
2023-06-24 07:00:00,7,130,19.96230357481874,0
2023-06-24 08:00:00,8,144,17.62829534152226,0
2023-06-24 09:00:00,9,162,24.252374487773096,0
2023-06-24 10:00:00,10,190,26.641214951817343,0
2023-06-24 11:00:00,11,165,25.12273295552103,0
2023-06-24 12:00:00,12,169,32.62700123668954,1
2023-06-24 13:00:00,13,171,30.12231522332572,0
2023-06-24 14:00:00,14,171,31.307785220542048,0
2023-06-24 15:00:00,15,161,26.60501667221917,0
2023-06-24 16:00:00,16,161,32.89571404386152,0
2023-06-24 17:00:00,17,112,24.621953931415295,1
2023-06-24 18:00:00,18,100,27.04977286553186,0
2023-06-24 19:00:00,19,106,20.59864701516182,0
2023-06-24 20:00:00,20,109,18.762022394304633,0
2023-06-24 21:00:00,21,72,18.989317636745685,0
2023-06-24 22:00:00,22,50,17.05510542735032,0
2023-06-24 23:00:00,23,81,10.386363689906323,0
2023-06-25 00:00:00,0,76,13.5206903002696,0
2023-06-25 01:00:00,1,64,12.430702727375705,0
2023-06-25 02:00:00,2,70,8.124093182310215,0
2023-06-25 03:00:00,3,78,13.538036924291537,0
2023-06-25 04:00:00,4,100,8.426030705659539,0
2023-06-25 05:00:00,5,104,11.679387022579293,0
2023-06-25 06:00:00,6,128,15.958005248183978,1
2023-06-25 07:00:00,7,108,15.704676979569582,0
2023-06-25 08:00:00,8,140,20.52763817135868,0
2023-06-25 09:00:00,9,148,23.070342608631798,0
2023-06-25 10:00:00,10,164,24.625851460154557,0
2023-06-25 11:00:00,11,166,28.735868889046596,0
2023-06-25 12:00:00,12,182,28.203532452529107,1
2023-06-25 13:00:00,13,153,30.122340400518294,0
2023-06-25 14:00:00,14,167,32.2929437549758,0
2023-06-25 15:00:00,15,164,31.240630682942363,0
2023-06-25 16:00:00,16,167,30.232288619472808,0
2023-06-25 17:00:00,17,132,24.772708607431916,0
2023-06-25 18:00:00,18,127,26.049585151002642,0
2023-06-25 19:00:00,19,93,20.8311928690862,0
2023-06-25 20:00:00,20,75,17.43717004044395,0
2023-06-25 21:00:00,21,97,17.268396856404856,0
2023-06-25 22:00:00,22,80,13.191409626696824,0
2023-06-25 23:00:00,23,87,14.510167625814482,0
2023-06-26 00:00:00,0,60,12.96881688154626,0
2023-06-26 01:00:00,1,81,6.535489264246433,0
2023-06-26 02:00:00,2,99,8.34339492084622,0
2023-06-26 03:00:00,3,92,7.4211683932733195,0
2023-06-26 04:00:00,4,101,10.414487408969833,0
2023-06-26 05:00:00,5,111,13.839283527872173,0
2023-06-26 06:00:00,6,108,14.515423803643223,0
2023-06-26 07:00:00,7,150,16.232291067640524,0
2023-06-26 08:00:00,8,143,22.60035305362628,0
2023-06-26 09:00:00,9,164,17.978476105832627,0
2023-06-26 10:00:00,10,151,27.47374378703645,0
2023-06-26 11:00:00,11,160,25.982491225554504,0
2023-06-26 12:00:00,12,188,28.504036017618805,0
2023-06-26 13:00:00,13,169,28.604531587450463,0
2023-06-26 14:00:00,14,182,33.08577621107824,0
2023-06-26 15:00:00,15,158,27.19730126928016,0
2023-06-26 16:00:00,16,130,28.68372677728826,0
2023-06-26 17:00:00,17,146,28.12594511558547,0
2023-06-26 18:00:00,18,118,21.777994464229664,0
2023-06-26 19:00:00,19,118,20.748394110132903,1
2023-06-26 20:00:00,20,99,19.703642933003543,0
2023-06-26 21:00:00,21,73,15.63847947960604,0
2023-06-26 22:00:00,22,82,13.368816457561703,0
2023-06-26 23:00:00,23,97,12.229206861981654,0
2023-06-27 00:00:00,0,79,12.638908625447959,0
2023-06-27 01:00:00,1,75,9.655306183353028,0
2023-06-27 02:00:00,2,91,12.156852388945893,0
2023-06-27 03:00:00,3,91,8.345226171790607,0
2023-06-27 04:00:00,4,101,8.835901441208708,0
2023-06-27 05:00:00,5,100,16.781622999576793,0
2023-06-27 06:00:00,6,126,13.684083744668978,0
2023-06-27 07:00:00,7,147,14.789985534830475,0
2023-06-27 08:00:00,8,140,16.51589211645634,0
2023-06-27 09:00:00,9,173,24.738397358643084,0
2023-06-27 10:00:00,10,166,24.31739097067988,0
2023-06-27 11:00:00,11,163,26.56364834173268,0
2023-06-27 12:00:00,12,184,28.341850614671106,0
2023-06-27 13:00:00,13,169,31.685144032230244,0
2023-06-27 14:00:00,14,175,29.64094033204816,0
2023-06-27 15:00:00,15,156,34.347365820555936,0
2023-06-27 16:00:00,16,148,28.927775185952846,0
2023-06-27 17:00:00,17,142,29.19463734578212,0
2023-06-27 18:00:00,18,127,26.610479715808815,0
2023-06-27 19:00:00,19,91,22.515295810509134,0
2023-06-27 20:00:00,20,88,18.826058027959075,0
2023-06-27 21:00:00,21,98,18.075737406107898,0
2023-06-27 22:00:00,22,79,16.02019746241455,0
2023-06-27 23:00:00,23,70,11.783760091881474,0
2023-06-28 00:00:00,0,60,11.672423694056924,0
2023-06-28 01:00:00,1,65,12.813151693628509,0
2023-06-28 02:00:00,2,60,14.139895478139358,0
2023-06-28 03:00:00,3,88,12.049480377808159,0
2023-06-28 04:00:00,4,93,15.065265334916178,0
2023-06-28 05:00:00,5,101,11.670183765721614,0
2023-06-28 06:00:00,6,123,16.403764504118588,0
2023-06-28 07:00:00,7,141,20.08884856613734,0
2023-06-28 08:00:00,8,170,18.20733333405601,0
2023-06-28 09:00:00,9,144,21.617010226935186,0
2023-06-28 10:00:00,10,179,28.4758095236705,0
2023-06-28 11:00:00,11,182,25.120870100291597,0
2023-06-28 12:00:00,12,166,25.977993972532964,0
2023-06-28 13:00:00,13,174,32.715221410169704,0
2023-06-28 14:00:00,14,163,32.39352644996087,0
2023-06-28 15:00:00,15,161,30.52349875085822,0
2023-06-28 16:00:00,16,164,28.568832528552733,0
2023-06-28 17:00:00,17,143,26.194018800655513,0
2023-06-28 18:00:00,18,129,25.563897747618103,0
2023-06-28 19:00:00,19,107,25.74780436582831,0
2023-06-28 20:00:00,20,84,20.477132252284154,0
2023-06-28 21:00:00,21,87,21.745728083468723,0
2023-06-28 22:00:00,22,93,13.204116028719543,0
2023-06-28 23:00:00,23,60,12.88957067947799,0
2023-06-29 00:00:00,0,63,10.593628626827782,0
2023-06-29 01:00:00,1,77,8.170458650784651,0
2023-06-29 02:00:00,2,71,9.69383253398069,0
2023-06-29 03:00:00,3,81,11.175400340430196,0
2023-06-29 04:00:00,4,95,12.388206322059675,1
2023-06-29 05:00:00,5,97,17.269836546023637,0
2023-06-29 06:00:00,6,114,15.92893493944712,0
2023-06-29 07:00:00,7,144,19.712083156334025,0
2023-06-29 08:00:00,8,136,20.13218849259795,0
2023-06-29 09:00:00,9,143,25.944301651930395,0
2023-06-29 10:00:00,10,161,29.79689857117614,0
2023-06-29 11:00:00,11,180,28.133238073817374,0
2023-06-29 12:00:00,12,172,26.674936006941223,0
2023-06-29 13:00:00,13,168,28.561648217336344,0
2023-06-29 14:00:00,14,168,30.563868606410324,0
2023-06-29 15:00:00,15,142,30.572254333391975,0
2023-06-29 16:00:00,16,154,30.057104306613134,0
2023-06-29 17:00:00,17,141,27.991463174325556,0
2023-06-29 18:00:00,18,120,25.013969832511876,0
2023-06-29 19:00:00,19,121,21.31579356862095,0
2023-06-29 20:00:00,20,88,20.80227652252846,0
2023-06-29 21:00:00,21,100,21.121784263936103,0
2023-06-29 22:00:00,22,82,17.039857210855512,0
2023-06-29 23:00:00,23,72,13.998340087406923,0
2023-06-30 00:00:00,0,74,13.398879809801116,0
2023-06-30 01:00:00,1,75,9.598613679307611,0
2023-06-30 02:00:00,2,93,8.98346970783336,0
2023-06-30 03:00:00,3,78,8.845171528377353,0
2023-06-30 04:00:00,4,92,11.089172716616739,0
2023-06-30 05:00:00,5,122,12.084920394716365,0
2023-06-30 06:00:00,6,118,17.41654948130428,0
2023-06-30 07:00:00,7,146,16.461162713610417,0
2023-06-30 08:00:00,8,166,18.39455656755017,1
2023-06-30 09:00:00,9,156,26.47334480868647,0
2023-06-30 10:00:00,10,174,24.097249537837314,0
2023-06-30 11:00:00,11,161,27.378124726366178,0
2023-06-30 12:00:00,12,182,29.56289968733121,0
2023-06-30 13:00:00,13,175,27.38587202504905,0
2023-06-30 14:00:00,14,172,32.47096753900614,0
2023-06-30 15:00:00,15,153,30.933496343713138,0
2023-06-30 16:00:00,16,133,31.77702206160595,0
2023-06-30 17:00:00,17,142,25.712623937429274,0
2023-06-30 18:00:00,18,104,25.19825158495232,0
2023-06-30 19:00:00,19,108,22.6669019610136,0
2023-06-30 20:00:00,20,109,20.527776988700044,0
2023-06-30 21:00:00,21,91,14.50258005182047,0
2023-06-30 22:00:00,22,100,15.221672757384448,0
2023-06-30 23:00:00,23,86,10.076004365287037,0
2023-07-01 00:00:00,0,68,12.056414104549456,0
2023-07-01 01:00:00,1,76,6.083443488072278,0
2023-07-01 02:00:00,2,81,6.296826331418827,0
2023-07-01 03:00:00,3,73,11.977839169989315,0
2023-07-01 04:00:00,4,90,10.24606905176605,0
2023-07-01 05:00:00,5,106,10.953216040870043,0
2023-07-01 06:00:00,6,104,17.541691242151096,0
2023-07-01 07:00:00,7,138,18.067061983631625,0
2023-07-01 08:00:00,8,147,21.744180391067566,0
2023-07-01 09:00:00,9,143,22.255706306383544,0
2023-07-01 10:00:00,10,172,30.359257387800007,0
2023-07-01 11:00:00,11,180,25.862040090745886,0
2023-07-01 12:00:00,12,177,32.14924513656416,0
2023-07-01 13:00:00,13,169,29.536526182690857,0
2023-07-01 14:00:00,14,174,26.690979210174508,0
2023-07-01 15:00:00,15,167,30.6249557543869,0
2023-07-01 16:00:00,16,152,29.289779160754716,0
2023-07-01 17:00:00,17,129,24.968424183387015,1
2023-07-01 18:00:00,18,127,23.15556144573057,0
2023-07-01 19:00:00,19,123,22.538795164855223,0
2023-07-01 20:00:00,20,93,20.699495630495964,0
2023-07-01 21:00:00,21,110,12.47048298321599,0
2023-07-01 22:00:00,22,76,17.10624290504761,0
2023-07-01 23:00:00,23,76,11.939936240504572,0
2023-07-02 00:00:00,0,68,8.676250993359261,1
2023-07-02 01:00:00,1,78,12.222874840013178,0
2023-07-02 02:00:00,2,64,9.952764041163087,0
2023-07-02 03:00:00,3,84,12.773073290673825,0
2023-07-02 04:00:00,4,89,12.215650488115125,0
2023-07-02 05:00:00,5,113,12.925903182238432,0
2023-07-02 06:00:00,6,134,14.694540110039688,0
2023-07-02 07:00:00,7,144,18.37723507008707,0
2023-07-02 08:00:00,8,126,19.17293748238134,0
2023-07-02 09:00:00,9,180,20.883045273532208,0
2023-07-02 10:00:00,10,171,26.219818245309288,0
2023-07-02 11:00:00,11,165,26.78209212897662,0
2023-07-02 12:00:00,12,176,28.727389333982398,0
2023-07-02 13:00:00,13,175,31.838017935199897,0
2023-07-02 14:00:00,14,161,29.77224678452852,0
2023-07-02 15:00:00,15,162,29.68932611397426,0
2023-07-02 16:00:00,16,143,27.460955014942524,0
2023-07-02 17:00:00,17,133,27.932547679829177,0
2023-07-02 18:00:00,18,118,25.699655825360175,1
2023-07-02 19:00:00,19,97,24.389740714606326,0
2023-07-02 20:00:00,20,101,18.841742325986246,0
2023-07-02 21:00:00,21,95,16.49617560979442,0
2023-07-02 22:00:00,22,86,16.58427479829094,0
2023-07-02 23:00:00,23,84,13.433358194860254,0
2023-07-03 00:00:00,0,78,9.527309709770224,0
2023-07-03 01:00:00,1,71,12.953849872578319,0
2023-07-03 02:00:00,2,90,6.603098863199499,0
2023-07-03 03:00:00,3,76,11.909311243636822,0
2023-07-03 04:00:00,4,91,8.809321890159222,0
2023-07-03 05:00:00,5,102,16.700509221105577,0
2023-07-03 06:00:00,6,135,11.910800546188753,1
2023-07-03 07:00:00,7,147,19.71631085272029,0
2023-07-03 08:00:00,8,154,19.836731279977514,1
2023-07-03 09:00:00,9,171,21.85498531134772,0
2023-07-03 10:00:00,10,159,25.370793312935522,0
2023-07-03 11:00:00,11,176,28.3348684901811,0
2023-07-03 12:00:00,12,173,26.851453033182647,0
2023-07-03 13:00:00,13,181,28.027682812553536,0
2023-07-03 14:00:00,14,167,31.299209730225773,0
2023-07-03 15:00:00,15,156,26.24457235559148,0
2023-07-03 16:00:00,16,155,27.491795851460218,0
2023-07-03 17:00:00,17,146,33.152441720184356,0
2023-07-03 18:00:00,18,118,23.063974070821438,0
2023-07-03 19:00:00,19,111,24.883796034544716,0
2023-07-03 20:00:00,20,89,18.828098462572378,1
2023-07-03 21:00:00,21,64,18.429899838569078,0
2023-07-03 22:00:00,22,83,16.30871138119244,0
2023-07-03 23:00:00,23,82,15.186845658500424,0
2023-07-04 00:00:00,0,77,10.939238308530062,0
2023-07-04 01:00:00,1,57,14.318511014619023,0
2023-07-04 02:00:00,2,78,8.821326870829639,0
2023-07-04 03:00:00,3,67,10.809182564308436,0
2023-07-04 04:00:00,4,113,11.83029982659083,0
2023-07-04 05:00:00,5,101,10.684995948235693,0
2023-07-04 06:00:00,6,137,14.428255490041758,0
2023-07-04 07:00:00,7,147,17.73483654745161,0
2023-07-04 08:00:00,8,141,19.13575791374116,0
2023-07-04 09:00:00,9,149,27.470038381938274,0
2023-07-04 10:00:00,10,172,23.32275265280094,0
2023-07-04 11:00:00,11,165,29.429916748146333,0
2023-07-04 12:00:00,12,176,30.37317366414196,0
2023-07-04 13:00:00,13,168,29.631533993882137,0
2023-07-04 14:00:00,14,150,28.269581892295506,0
2023-07-04 15:00:00,15,138,28.12274762210714,0
2023-07-04 16:00:00,16,152,27.62431943941137,0
2023-07-04 17:00:00,17,132,23.49958524797295,0
2023-07-04 18:00:00,18,119,22.993069148401418,0
2023-07-04 19:00:00,19,119,19.623237420297926,0
2023-07-04 20:00:00,20,112,22.691750006355434,0
2023-07-04 21:00:00,21,87,18.64873433375123,0
2023-07-04 22:00:00,22,78,16.571948197730926,0
2023-07-04 23:00:00,23,82,14.106596091218423,0
2023-07-05 00:00:00,0,61,11.67368120882394,0
2023-07-05 01:00:00,1,79,13.262102401367592,0
2023-07-05 02:00:00,2,87,8.778474688536525,0
2023-07-05 03:00:00,3,96,10.554081047843408,0
2023-07-05 04:00:00,4,81,12.83386361780386,0
2023-07-05 05:00:00,5,104,10.286513724422267,0
2023-07-05 06:00:00,6,116,21.1931777922851,0
2023-07-05 07:00:00,7,139,17.468941074529965,0
2023-07-05 08:00:00,8,155,20.283978901151187,0
2023-07-05 09:00:00,9,175,25.10194651437505,0
2023-07-05 10:00:00,10,163,26.829910666020446,0
2023-07-05 11:00:00,11,168,27.147223850658392,0
2023-07-05 12:00:00,12,186,28.92051291404047,0
2023-07-05 13:00:00,13,176,26.650961200994722,0
2023-07-05 14:00:00,14,181,28.88706844430005,0
2023-07-05 15:00:00,15,163,30.6936786952086,1
2023-07-05 16:00:00,16,138,29.548039715930162,0
2023-07-05 17:00:00,17,125,29.51339931187365,0
2023-07-05 18:00:00,18,109,24.758997883553352,0
2023-07-05 19:00:00,19,119,19.813617424163475,0
2023-07-05 20:00:00,20,112,22.113460861551356,0
2023-07-05 21:00:00,21,108,20.28398824133882,0
2023-07-05 22:00:00,22,90,16.796489145712464,1
2023-07-05 23:00:00,23,88,12.601664846419546,0
2023-07-06 00:00:00,0,69,13.42851806590877,0
